checkout_id,member_id,first_name,last_name,grade,neighborhood,membership_status,book_id,checkout_date,return_date,source,member_total_checkouts,title,author,genre,pages,publication_year,publisher
9045,1008,Ziad,Saleh,8.0,Maadi,Active,520,2024-05-28,,database,19,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9219,1047,Sara,Rashad,,Heliopolis,Inactive,506,2025-05-13,2025-06-07,database,16,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9002,1020,Rana,Fouad,6.0,Maadi,Active,515,2024-12-06,2024-12-11,database,7,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers
9185,1026,Nada,Saleh,7.0,Nasr City,Inactive,519,2025-10-22,2025-11-01,database,4,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9359,1077,Lina,Rashad,6.0,Shubra,Active,501,2025-01-26,,database,6,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9079,1008,Ziad,Saleh,8.0,Maadi,Active,520,2025-12-27,2026-01-05,database,19,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9252,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,513,2024-08-04,2024-08-09,database,6,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9282,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,530,2025-07-22,2025-08-18,database,10,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9293,1071,Jana,Hegazy,8.0,Zamalek,Active,525,2025-08-05,2025-08-18,database,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9202,1047,Sara,Rashad,,Heliopolis,Inactive,506,2025-06-05,2025-07-03,database,16,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9026,1018,Ahmed,Shafik,9.0,Maadi,Active,506,2025-04-21,2025-05-04,database,17,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9050,1003,Bassel,Hegazy,6.0,Maadi,Active,521,2025-08-21,,database,10,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9122,1034,Aya,Wahba,9.0,Nasr City,Active,525,2025-06-04,2025-06-30,database,25,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9153,1030,Reem,Osman,,Nasr City,Active,530,2024-10-12,2024-10-26,database,16,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9145,1034,Aya,Wahba,9.0,Nasr City,Active,501,2025-11-10,2025-12-10,database,25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9339,1073,Yassin,Kamel,7.0,Zamalek,Inactive,501,2025-02-02,,database,3,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9136,1030,Reem,Osman,,Nasr City,Active,532,2024-10-03,2024-10-20,database,16,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9277,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,519,2025-10-19,2025-10-28,database,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9284,1062,Tarek,Adel,7.0,Zamalek,Active,513,2025-09-27,2025-10-26,database,8,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9210,1044,Sherif,Saleh,7.0,Heliopolis,Active,507,2025-09-11,2025-09-29,database,21,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9098,1008,Ziad,Saleh,8.0,Maadi,Active,525,2024-12-15,2024-12-31,database,19,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9106,1034,Aya,Wahba,9.0,Nasr City,Active,501,2025-08-20,2025-08-27,database,25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9170,1034,Aya,Wahba,9.0,Nasr City,Active,522,2025-10-16,2025-10-28,database,25,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9028,1017,Adam,Badr,9.0,Maadi,Active,507,2025-01-19,2025-01-28,database,3,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9081,1017,Adam,Badr,9.0,Maadi,Active,502,2025-08-25,2025-09-17,database,3,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9223,1050,Fares,Adel,6.0,Heliopolis,Inactive,510,2024-04-11,2024-05-04,database,11,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9311,1065,Adam,Fahmy,6.0,Zamalek,Active,507,2025-06-26,2025-07-09,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9085,1018,Ahmed,Shafik,9.0,Maadi,Active,525,2025-08-19,2025-09-18,database,17,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9335,1065,Adam,Fahmy,6.0,Zamalek,Active,513,2024-12-18,2024-12-30,database,18,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9221,1055,Mostafa,Kamel,9.0,Heliopolis,Active,520,2025-04-12,2025-04-18,database,3,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9016,1016,Dina,Rashad,8.0,Maadi,Active,527,2024-12-03,2024-12-11,database,7,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9361,1075,Malak,Fahmy,7.0,Shubra,Active,524,2024-04-19,,database,9,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9248,1044,Sherif,Saleh,7.0,Heliopolis,Active,514,2025-07-01,2025-07-18,database,21,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9315,1068,Layla,Hegazy,8.0,Zamalek,Inactive,501,2024-06-11,2024-07-04,database,6,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9305,1062,Tarek,Adel,7.0,Zamalek,Active,519,2024-01-23,2024-01-31,database,8,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9174,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,528,2025-12-16,2026-01-07,database,17,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9048,1003,Bassel,Hegazy,6.0,Maadi,Active,519,2024-12-03,2025-01-01,database,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9281,1044,Sherif,Saleh,7.0,Heliopolis,Active,525,2024-06-01,2024-06-12,database,21,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9039,1018,Ahmed,Shafik,9.0,Maadi,Active,513,2024-07-21,2024-08-10,database,17,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9083,1011,Menna,Halim,8.0,Maadi,Active,516,2025-10-02,2025-10-09,database,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9088,1003,Bassel,Hegazy,6.0,Maadi,Active,519,2025-09-17,2025-10-03,database,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9176,1027,Mostafa,Fouad,9.0,Nasr City,Active,501,2024-11-08,2024-11-26,database,18,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9054,1013,Ziad,Fouad,,Maadi,Active,510,2024-11-21,,database,2,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9134,1037,Retaj,Kamel,,Nasr City,Inactive,516,2025-09-08,2025-09-19,database,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9164,1034,Aya,Wahba,9.0,Nasr City,Active,507,2024-12-02,2024-12-12,database,25,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9011,1022,Youssef,Fouad,7.0,Maadi,Active,513,2024-03-17,,database,7,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9151,1034,Aya,Wahba,9.0,Nasr City,Active,528,2025-04-25,2025-05-16,database,25,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9018,1003,Bassel,Hegazy,6.0,Maadi,Active,522,2025-06-12,2025-06-24,database,10,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9038,1007,Sherif,Fouad,6.0,Maadi,Active,506,2024-07-15,2024-08-12,database,4,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9232,1044,Sherif,Saleh,7.0,Heliopolis,Active,513,2025-05-26,2025-06-11,database,21,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9084,1008,Ziad,Saleh,8.0,Maadi,Active,511,2024-06-27,2024-07-22,database,19,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9116,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,519,2025-01-10,2025-02-09,database,17,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9352,1076,Dina,Wahba,7.0,Shubra,Active,501,2025-02-02,,database,7,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9384,1026,Nada,Saleh,7.0,Nasr City,Inactive,522,2025-07-11,,reading_kickoff,4,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9385,1049,Ahmed,Gamal,6.0,Heliopolis,Active,520,2025-07-11,,reading_kickoff,2,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9386,1062,Tarek,Adel,7.0,Zamalek,Active,525,2025-07-05,,reading_kickoff,8,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9387,1065,Adam,Fahmy,6.0,Zamalek,Active,520,2025-07-07,,reading_kickoff,18,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9389,1009,Hassan,Saleh,6.0,Maadi,Active,503,2025-07-09,,reading_kickoff,2,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9390,1063,Layla,Fouad,6.0,Zamalek,Active,522,2025-07-07,,reading_kickoff,1,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9391,1022,Youssef,Fouad,7.0,Maadi,Active,511,2025-07-12,,reading_kickoff,7,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9392,1029,Rana,Kamel,6.0,Nasr City,Active,523,2025-07-09,,reading_kickoff,1,Footsteps in the Dust,Laila Shokry,Historical,276,2018.0,Oasis Books
9394,1005,Youssef,Halim,9.0,Maadi,Active,513,2025-07-10,,reading_kickoff,4,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9396,1058,Lina,Mansour,8.0,Heliopolis,Active,518,2025-07-08,,reading_kickoff,4,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9397,1002,Fares,Saleh,9.0,Maadi,Active,521,2025-07-08,,reading_kickoff,3,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9399,1041,Nada,Rashad,7.0,Nasr City,Active,504,2025-07-05,,reading_kickoff,4,Rooftop Astronomers,Adel Roushdy,Science,319,2009.0,Cairo Young Readers
9400,1055,Mostafa,Kamel,9.0,Heliopolis,Active,526,2025-07-11,,reading_kickoff,3,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
9401,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,513,2025-07-06,,reading_kickoff,10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9402,1012,Ali,Hegazy,7.0,Maadi,Active,509,2025-07-11,,reading_kickoff,1,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9403,1007,Sherif,Fouad,6.0,Maadi,Active,510,2025-07-07,,reading_kickoff,4,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9404,1073,Yassin,Kamel,7.0,Zamalek,Inactive,530,2025-07-07,,reading_kickoff,3,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9405,1003,Bassel,Hegazy,6.0,Maadi,Active,501,2025-07-08,,reading_kickoff,10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9406,1017,Adam,Badr,9.0,Maadi,Active,507,2025-07-11,,reading_kickoff,3,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9407,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,504,2025-07-06,,reading_kickoff,10,Rooftop Astronomers,Adel Roushdy,Science,319,2009.0,Cairo Young Readers
9409,1041,Nada,Rashad,7.0,Nasr City,Active,512,2025-07-06,,reading_kickoff,4,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
